IP,Time,URL,Status
10.230.140.97,[07/Feb/2018:23:26:33,POST /user/home/files/data/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.167.125.43,[17/Dec/2017:23:47:48,POST /files/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.215.85.195,[29/Nov/2017:18:29:36,POST /home/data/home/?id=1; UNION FROM users;-- HTTP/1.1,404
10.71.143.238,[17/Jan/2018:03:11:41,POST /data/home/?id=1; UNION FROM users;-- HTTP/1.1,200
10.94.158.112,[09/Nov/2017:14:30:25,GET /docs/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.165.169.85,[11/Dec/2017:10:05:17,POST /files/?id=1; DROP FROM users;-- HTTP/1.1,404
10.134.226.15,[01/Feb/2018:02:39:54,POST /files/files/?id=1; UNION FROM users;-- HTTP/1.1,302
10.138.182.133,[12/Nov/2017:11:44:35,POST /docs/docs/home/user/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.86.105.199,[08/Nov/2017:04:14:25,GET /user/user/?id=1; DROP FROM users;-- HTTP/1.1,404
10.2.230.69,[16/Nov/2017:20:59:27,POST /user/docs/docs/data/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.199.40.16,[25/Dec/2017:12:31:06,GET /user/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.114.47.76,[10/Jan/2018:16:32:46,GET /home/home/files/?id=1; UNION FROM users;-- HTTP/1.1,302
10.191.128.178,[01/Feb/2018:01:26:14,GET /docs/data/files/docs/?id=1; UNION FROM users;-- HTTP/1.1,200
10.233.22.34,[03/Feb/2018:01:43:28,GET /files/files/data/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.161.183.25,[30/Nov/2017:11:29:22,POST /user/home/data/?id=1; DROP FROM users;-- HTTP/1.1,302
10.239.102.250,[12/Feb/2018:10:48:33,POST /data/home/user/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.75.123.163,[04/Mar/2018:08:43:07,POST /files/?id=1; DROP FROM users;-- HTTP/1.1,200
10.53.26.0,[26/Jan/2018:21:54:12,GET /files/?id=1; DROP FROM users;-- HTTP/1.1,404
10.211.152.3,[09/Feb/2018:11:23:36,POST /docs/home/data/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.37.77.165,[27/Mar/2018:15:44:11,POST /user/files/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.133.54.6,[21/Nov/2017:20:49:29,POST /files/docs/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.146.187.13,[24/Mar/2018:04:06:42,POST /data/?id=1; DROP FROM users;-- HTTP/1.1,200
10.133.130.163,[06/Nov/2017:19:59:58,GET /files/data/docs/files/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.100.73.58,[30/Mar/2018:02:09:41,POST /files/data/files/home/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.80.238.90,[01/Jan/2018:05:39:25,POST /docs/user/docs/files/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.19.150.204,[02/Jan/2018:04:51:23,POST /files/home/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.253.112.234,[20/Nov/2017:02:04:42,POST /docs/files/?id=1; DROP FROM users;-- HTTP/1.1,302
10.196.2.60,[24/Feb/2018:04:40:09,GET /home/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.136.129.117,[07/Mar/2018:15:05:33,POST /data/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.60.213.184,[07/Mar/2018:06:51:39,GET /data/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.71.247.209,[28/Nov/2017:06:28:52,POST /home/home/home/?id=1; DROP FROM users;-- HTTP/1.1,200
10.118.184.73,[15/Feb/2018:11:33:04,POST /home/data/user/data/?id=1; UNION FROM users;-- HTTP/1.1,302
10.105.48.170,[05/Dec/2017:05:56:48,POST /home/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.228.163.192,[04/Feb/2018:17:23:57,POST /docs/?id=1; UNION FROM users;-- HTTP/1.1,404
10.130.225.198,[21/Mar/2018:07:00:17,POST /docs/user/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.189.124.85,[23/Dec/2017:10:41:14,GET /home/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.92.120.31,[21/Nov/2017:10:30:08,GET /docs/home/user/user/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.162.199.119,[09/Mar/2018:20:05:16,POST /docs/docs/docs/files/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.62.234.59,[20/Jan/2018:03:05:43,GET /user/docs/data/data/?id=1; UNION FROM users;-- HTTP/1.1,302
10.33.60.65,[06/Feb/2018:22:38:38,POST /user/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.186.175.99,[19/Dec/2017:09:39:34,POST /data/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.51.15.147,[06/Jan/2018:10:39:37,GET /user/docs/user/data/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.76.142.116,[27/Dec/2017:02:18:46,GET /home/docs/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.175.245.125,[19/Nov/2017:05:20:49,GET /home/files/?id=1; SELECT FROM users;-- HTTP/1.1,200
10.40.73.99,[19/Nov/2017:12:54:33,POST /docs/data/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.35.118.124,[24/Jan/2018:08:36:47,POST /data/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.234.17.202,[21/Feb/2018:22:55:29,GET /data/user/?id=1; UNION FROM users;-- HTTP/1.1,302
10.33.69.147,[04/Dec/2017:21:53:28,GET /user/user/user/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.77.229.10,[23/Nov/2017:18:56:03,GET /data/?id=1; DROP FROM users;-- HTTP/1.1,200
10.49.243.209,[13/Feb/2018:17:10:44,POST /user/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.85.51.64,[30/Dec/2017:21:18:14,GET /data/files/docs/docs/?id=1; UNION FROM users;-- HTTP/1.1,200
10.24.3.0,[17/Jan/2018:15:36:23,POST /files/data/files/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.249.138.47,[30/Dec/2017:08:34:17,GET /user/?id=1; DROP FROM users;-- HTTP/1.1,404
10.102.40.144,[26/Feb/2018:10:11:40,GET /user/docs/data/?id=1; SELECT FROM users;-- HTTP/1.1,200
10.214.91.240,[07/Mar/2018:21:12:21,POST /docs/data/docs/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.121.41.49,[10/Jan/2018:20:20:43,GET /docs/home/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.169.214.117,[22/Mar/2018:16:16:00,GET /docs/data/user/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.172.62.220,[15/Nov/2017:00:39:05,POST /user/data/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.161.23.118,[06/Feb/2018:13:54:35,POST /data/docs/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.225.4.123,[30/Jan/2018:15:52:30,POST /files/home/data/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.244.117.93,[23/Nov/2017:10:06:55,POST /home/files/home/?id=1; DROP FROM users;-- HTTP/1.1,200
10.213.109.248,[23/Jan/2018:06:33:05,GET /files/home/files/?id=1; DROP FROM users;-- HTTP/1.1,302
10.237.178.90,[26/Jan/2018:00:53:30,POST /docs/home/user/user/?id=1; DROP FROM users;-- HTTP/1.1,200
10.63.57.198,[09/Jan/2018:14:28:29,GET /docs/files/user/user/?id=1; UNION FROM users;-- HTTP/1.1,302
10.34.233.244,[13/Dec/2017:21:41:05,GET /user/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.72.200.57,[25/Feb/2018:17:29:33,POST /user/data/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.144.116.60,[29/Dec/2017:07:00:01,POST /data/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.170.66.176,[18/Mar/2018:05:35:27,GET /home/data/?id=1; UNION FROM users;-- HTTP/1.1,200
10.72.252.60,[11/Dec/2017:20:15:58,GET /user/user/?id=1; UNION FROM users;-- HTTP/1.1,200
10.117.227.201,[07/Nov/2017:23:57:12,POST /files/files/user/home/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.179.167.86,[22/Feb/2018:00:05:29,POST /data/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.80.110.42,[26/Dec/2017:23:23:19,GET /home/home/data/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.105.154.245,[04/Mar/2018:03:50:25,GET /files/docs/home/?id=1; DROP FROM users;-- HTTP/1.1,404
10.139.251.65,[01/Nov/2017:03:32:52,POST /files/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.211.223.126,[29/Nov/2017:11:36:39,GET /data/?id=1; DROP FROM users;-- HTTP/1.1,404
10.101.27.83,[23/Feb/2018:10:50:42,POST /home/data/home/docs/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.69.235.250,[26/Dec/2017:04:46:39,GET /data/user/data/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.149.103.79,[18/Feb/2018:21:27:17,POST /files/files/files/?id=1; SELECT FROM users;-- HTTP/1.1,200
10.170.19.229,[30/Jan/2018:23:18:30,GET /home/user/docs/data/?id=1; UNION FROM users;-- HTTP/1.1,302
10.70.88.19,[24/Mar/2018:14:40:59,GET /docs/home/data/user/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.241.39.253,[06/Feb/2018:14:45:26,GET /docs/?id=1; UNION FROM users;-- HTTP/1.1,200
10.71.19.236,[05/Jan/2018:18:52:31,POST /user/files/files/user/?id=1; DROP FROM users;-- HTTP/1.1,200
10.251.250.0,[18/Feb/2018:06:46:06,POST /data/docs/docs/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.244.190.177,[05/Mar/2018:20:08:29,POST /files/home/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.91.79.148,[20/Feb/2018:07:21:16,GET /home/user/?id=1; DROP FROM users;-- HTTP/1.1,404
10.119.24.37,[12/Dec/2017:04:30:56,POST /docs/docs/data/files/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.140.244.132,[16/Feb/2018:22:16:32,GET /docs/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.135.201.229,[11/Jan/2018:16:12:52,GET /home/home/files/home/?id=1; UNION FROM users;-- HTTP/1.1,200
10.108.253.51,[10/Mar/2018:00:19:13,GET /docs/?id=1; UNION FROM users;-- HTTP/1.1,302
10.223.102.78,[19/Jan/2018:02:54:04,GET /home/files/?id=1; UNION FROM users;-- HTTP/1.1,302
10.94.96.151,[09/Nov/2017:08:29:59,GET /user/files/home/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.164.109.239,[20/Dec/2017:13:14:04,POST /home/data/files/docs/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.234.64.197,[06/Dec/2017:09:41:42,GET /files/home/home/user/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.108.21.97,[17/Mar/2018:20:29:42,GET /docs/home/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.55.82.131,[11/Mar/2018:15:56:05,POST /home/data/docs/user/?id=1; DROP FROM users;-- HTTP/1.1,404
10.245.250.214,[06/Nov/2017:04:28:28,POST /user/data/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.87.110.51,[08/Feb/2018:21:13:29,POST /user/user/home/files/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.223.194.97,[13/Dec/2017:10:56:12,GET /data/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.5.213.146,[01/Feb/2018:17:40:51,POST /docs/?id=1; UNION FROM users;-- HTTP/1.1,200
10.4.251.141,[22/Jan/2018:11:39:09,GET /files/user/data/user/?id=1; DROP FROM users;-- HTTP/1.1,302
10.122.184.93,[23/Jan/2018:01:08:46,POST /docs/docs/data/user/?id=1; UNION FROM users;-- HTTP/1.1,200
10.152.24.16,[29/Mar/2018:06:16:01,POST /docs/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.89.174.73,[21/Mar/2018:16:32:55,POST /home/?id=1; UNION FROM users;-- HTTP/1.1,404
10.134.135.37,[19/Nov/2017:08:24:50,POST /user/home/files/data/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.176.64.75,[11/Mar/2018:07:16:23,GET /files/files/?id=1; UNION FROM users;-- HTTP/1.1,200
10.24.214.85,[04/Mar/2018:23:47:18,POST /docs/docs/files/files/?id=1; DROP FROM users;-- HTTP/1.1,302
10.233.160.144,[16/Jan/2018:21:43:41,POST /user/docs/user/home/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.161.153.28,[26/Dec/2017:22:26:41,POST /user/files/?id=1; UNION FROM users;-- HTTP/1.1,200
10.67.55.175,[09/Feb/2018:07:58:15,POST /files/files/?id=1; UNION FROM users;-- HTTP/1.1,404
10.217.220.51,[09/Nov/2017:13:38:09,POST /data/home/?id=1; DROP FROM users;-- HTTP/1.1,200
10.115.90.2,[04/Mar/2018:03:55:56,POST /data/user/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.237.84.198,[12/Feb/2018:14:24:45,GET /files/home/?id=1; UNION FROM users;-- HTTP/1.1,302
10.117.199.155,[13/Nov/2017:07:43:31,POST /files/files/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.251.69.75,[09/Mar/2018:23:36:09,GET /docs/home/user/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.181.8.157,[01/Dec/2017:14:46:29,GET /user/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.249.77.176,[05/Dec/2017:18:10:37,GET /files/data/data/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.37.121.13,[06/Dec/2017:21:41:44,GET /data/?id=1; DROP FROM users;-- HTTP/1.1,404
10.188.124.142,[08/Jan/2018:00:08:53,GET /home/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.7.68.138,[27/Mar/2018:18:06:42,POST /user/user/data/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.128.82.207,[16/Dec/2017:18:51:08,GET /files/home/files/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.110.100.126,[26/Mar/2018:12:42:05,GET /data/docs/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.238.236.46,[17/Mar/2018:18:59:11,GET /docs/docs/files/?id=1; UNION FROM users;-- HTTP/1.1,404
10.58.30.83,[29/Nov/2017:11:38:38,GET /home/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.61.12.165,[25/Feb/2018:11:17:51,GET /home/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.127.55.104,[06/Nov/2017:10:05:32,GET /data/docs/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.4.93.92,[18/Nov/2017:12:41:55,POST /docs/docs/home/user/?id=1; UNION FROM users;-- HTTP/1.1,404
10.128.237.233,[29/Nov/2017:10:11:45,POST /docs/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.58.8.244,[13/Nov/2017:18:19:07,POST /files/docs/user/docs/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.120.240.146,[07/Dec/2017:17:04:56,GET /user/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.50.145.71,[05/Dec/2017:20:37:43,POST /user/user/user/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.226.122.38,[06/Dec/2017:16:23:17,POST /files/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.19.62.160,[07/Feb/2018:09:13:38,POST /home/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.11.122.157,[30/Jan/2018:14:44:25,POST /docs/docs/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.210.120.52,[28/Mar/2018:20:13:13,POST /user/data/user/?id=1; DROP FROM users;-- HTTP/1.1,200
10.142.227.25,[19/Feb/2018:05:30:46,GET /data/files/data/data/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.8.78.66,[02/Dec/2017:17:05:18,POST /user/docs/home/files/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.0.143.104,[27/Mar/2018:18:00:01,GET /user/files/user/home/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.82.168.15,[06/Jan/2018:05:39:49,POST /home/data/user/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.166.219.180,[26/Mar/2018:14:38:59,POST /files/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.72.115.57,[20/Mar/2018:04:22:30,POST /docs/data/home/files/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.239.115.246,[26/Feb/2018:13:20:15,GET /home/home/files/user/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.90.113.226,[24/Feb/2018:22:50:42,GET /files/data/home/home/?id=1; DROP FROM users;-- HTTP/1.1,200
10.29.136.131,[25/Jan/2018:08:34:56,POST /files/docs/files/data/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.176.210.241,[25/Dec/2017:02:33:32,POST /docs/data/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.74.223.101,[11/Dec/2017:14:16:12,GET /home/data/user/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.89.28.72,[11/Jan/2018:08:59:35,GET /home/data/data/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.88.242.34,[31/Dec/2017:01:35:23,GET /user/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.174.161.123,[05/Dec/2017:02:31:45,POST /docs/docs/files/?id=1; UNION FROM users;-- HTTP/1.1,404
10.36.207.193,[28/Mar/2018:05:43:25,POST /home/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.119.77.114,[06/Dec/2017:09:25:34,GET /home/user/?id=1; UNION FROM users;-- HTTP/1.1,302
10.238.69.242,[21/Jan/2018:07:10:11,POST /docs/user/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.240.1.177,[30/Nov/2017:02:57:58,POST /user/data/docs/home/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.104.8.160,[10/Nov/2017:16:32:40,POST /docs/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.93.73.10,[23/Feb/2018:08:48:20,POST /home/user/home/files/?id=1; UNION FROM users;-- HTTP/1.1,302
10.123.35.215,[30/Mar/2018:08:47:04,POST /home/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.114.134.143,[06/Nov/2017:22:55:44,GET /data/home/files/?id=1; UNION FROM users;-- HTTP/1.1,200
10.142.33.129,[06/Nov/2017:06:34:54,POST /user/user/files/user/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.192.168.144,[11/Mar/2018:05:09:26,GET /data/data/files/?id=1; UNION FROM users;-- HTTP/1.1,302
10.142.243.231,[27/Nov/2017:22:51:59,POST /files/docs/data/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.229.117.59,[21/Nov/2017:21:12:52,GET /home/home/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.255.19.82,[24/Mar/2018:08:10:34,GET /data/data/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.125.37.65,[18/Nov/2017:06:41:26,POST /user/home/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.241.88.2,[11/Feb/2018:03:15:03,POST /docs/docs/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.182.248.22,[10/Nov/2017:04:40:45,GET /files/?id=1; DROP FROM users;-- HTTP/1.1,404
10.43.55.238,[14/Mar/2018:13:24:48,GET /data/docs/?id=1; UNION FROM users;-- HTTP/1.1,404
10.133.216.93,[18/Dec/2017:21:10:50,GET /user/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.53.26.157,[29/Mar/2018:14:21:58,GET /files/?id=1; DROP FROM users;-- HTTP/1.1,404
10.158.207.108,[09/Nov/2017:02:02:07,GET /data/docs/home/?id=1; UNION FROM users;-- HTTP/1.1,404
10.251.23.116,[13/Feb/2018:23:53:13,GET /files/?id=1; UNION FROM users;-- HTTP/1.1,302
10.164.54.161,[30/Mar/2018:05:09:40,POST /data/data/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.176.92.5,[29/Mar/2018:14:46:53,GET /docs/home/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.110.1.19,[05/Dec/2017:00:50:51,POST /data/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.82.25.65,[04/Mar/2018:16:25:52,POST /user/files/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.86.5.156,[10/Dec/2017:19:59:45,GET /data/?id=1; UNION FROM users;-- HTTP/1.1,404
10.127.209.183,[17/Jan/2018:21:40:39,POST /user/files/docs/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.126.29.147,[13/Dec/2017:05:47:49,GET /user/data/data/home/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.169.254.92,[17/Dec/2017:07:19:59,POST /docs/?id=1; DROP FROM users;-- HTTP/1.1,200
10.152.247.101,[09/Nov/2017:02:31:12,POST /user/docs/user/data/?id=1; DROP FROM users;-- HTTP/1.1,302
10.240.55.3,[21/Feb/2018:10:29:32,POST /user/docs/data/?id=1; DROP FROM users;-- HTTP/1.1,200
10.184.177.174,[18/Nov/2017:02:50:57,POST /docs/data/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.4.161.147,[28/Dec/2017:21:30:42,POST /docs/files/docs/?id=1; UNION FROM users;-- HTTP/1.1,404
10.166.120.189,[17/Jan/2018:00:18:01,POST /data/?id=1; UNION FROM users;-- HTTP/1.1,404
10.210.107.113,[23/Feb/2018:06:36:06,POST /files/docs/?id=1; SELECT FROM users;-- HTTP/1.1,200
10.214.68.104,[24/Mar/2018:13:06:34,GET /files/files/data/?id=1; DROP FROM users;-- HTTP/1.1,200
10.28.2.70,[02/Nov/2017:08:07:36,POST /docs/home/files/data/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.123.16.81,[23/Mar/2018:23:22:05,GET /user/home/data/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.191.19.26,[20/Nov/2017:16:34:41,GET /data/home/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.129.202.190,[03/Dec/2017:08:01:44,GET /data/home/home/files/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.212.61.224,[29/Nov/2017:21:45:57,GET /user/?id=1; DROP FROM users;-- HTTP/1.1,302
10.173.202.246,[18/Dec/2017:17:02:04,GET /data/files/?id=1; UNION FROM users;-- HTTP/1.1,200
10.243.150.169,[14/Feb/2018:02:45:32,POST /home/files/files/?id=1; UNION FROM users;-- HTTP/1.1,200
10.182.223.223,[06/Mar/2018:07:46:02,POST /files/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.196.205.96,[21/Dec/2017:10:32:27,GET /docs/?id=1; DROP FROM users;-- HTTP/1.1,302
10.97.131.142,[15/Jan/2018:21:16:16,POST /data/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.227.171.168,[14/Mar/2018:12:16:52,POST /data/user/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.169.21.120,[26/Dec/2017:14:39:31,POST /files/data/home/home/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.236.175.121,[15/Dec/2017:16:27:15,POST /files/home/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.168.175.200,[20/Nov/2017:10:52:40,POST /files/user/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.104.253.163,[22/Feb/2018:08:47:24,GET /docs/user/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.97.172.147,[25/Nov/2017:20:34:21,POST /data/data/files/docs/?id=1; UNION FROM users;-- HTTP/1.1,302
10.120.128.168,[21/Nov/2017:03:37:47,GET /files/home/docs/user/?id=1; SELECT FROM users;-- HTTP/1.1,200
10.38.225.88,[25/Mar/2018:23:34:37,POST /home/?id=1; DELETE FROM users;-- HTTP/1.1,302
10.178.9.243,[14/Feb/2018:03:49:16,POST /user/user/docs/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.57.232.18,[27/Mar/2018:13:38:37,GET /files/files/user/docs/?id=1; UNION FROM users;-- HTTP/1.1,200
10.110.112.67,[22/Dec/2017:09:58:17,GET /home/user/docs/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.73.83.162,[24/Feb/2018:18:17:47,GET /home/home/user/?id=1; DROP FROM users;-- HTTP/1.1,200
10.56.96.8,[03/Jan/2018:18:08:03,POST /home/data/?id=1; UPDATE FROM users;-- HTTP/1.1,200
10.64.239.88,[19/Jan/2018:02:35:32,GET /home/data/home/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.72.245.92,[24/Mar/2018:12:14:24,POST /user/docs/?id=1; SELECT FROM users;-- HTTP/1.1,200
10.243.207.61,[05/Mar/2018:04:15:58,GET /data/docs/user/docs/?id=1; DROP FROM users;-- HTTP/1.1,200
10.95.101.159,[07/Nov/2017:14:59:20,POST /user/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.61.244.5,[31/Dec/2017:05:51:38,GET /files/user/files/?id=1; UNION FROM users;-- HTTP/1.1,302
10.68.181.176,[13/Feb/2018:10:26:46,GET /home/files/files/home/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.38.219.149,[10/Dec/2017:07:59:15,GET /files/data/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.81.44.69,[23/Mar/2018:07:01:28,GET /docs/files/docs/data/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.44.116.219,[07/Mar/2018:14:04:44,GET /data/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.53.109.118,[27/Jan/2018:00:42:26,POST /files/files/home/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.239.2.156,[13/Dec/2017:14:17:23,GET /user/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.117.192.225,[24/Dec/2017:02:41:26,GET /user/home/data/?id=1; INSERT FROM users;-- HTTP/1.1,404
10.0.4.170,[31/Dec/2017:04:58:49,GET /home/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.238.217.119,[01/Nov/2017:04:49:38,POST /home/docs/home/?id=1; UNION FROM users;-- HTTP/1.1,302
10.147.77.55,[15/Jan/2018:04:29:06,POST /user/data/?id=1; DELETE FROM users;-- HTTP/1.1,200
10.40.181.134,[09/Nov/2017:00:51:08,GET /user/docs/user/?id=1; SELECT FROM users;-- HTTP/1.1,404
10.24.54.43,[10/Feb/2018:20:11:58,POST /files/?id=1; INSERT FROM users;-- HTTP/1.1,200
10.119.67.205,[27/Jan/2018:22:36:34,POST /data/files/user/?id=1; SELECT FROM users;-- HTTP/1.1,200
10.69.28.60,[17/Nov/2017:04:56:15,GET /docs/user/?id=1; UNION FROM users;-- HTTP/1.1,302
10.84.129.209,[13/Nov/2017:07:18:52,GET /data/data/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.251.26.0,[29/Jan/2018:11:47:56,POST /data/files/?id=1; DELETE FROM users;-- HTTP/1.1,404
10.82.227.100,[02/Nov/2017:03:45:14,GET /docs/user/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.232.103.0,[21/Jan/2018:15:42:06,POST /home/home/home/?id=1; INSERT FROM users;-- HTTP/1.1,302
10.119.201.67,[08/Feb/2018:17:20:29,POST /docs/?id=1; SELECT FROM users;-- HTTP/1.1,302
10.16.253.5,[12/Feb/2018:19:29:42,POST /data/user/data/?id=1; UPDATE FROM users;-- HTTP/1.1,404
10.55.60.254,[18/Dec/2017:20:51:26,POST /docs/?id=1; UPDATE FROM users;-- HTTP/1.1,302
10.127.81.27,[18/Mar/2018:03:00:24,POST /home/home/home/?id=1; SELECT FROM users;-- HTTP/1.1,200
10.52.124.29,[05/Feb/2018:09:54:39,GET /files/docs/home/files/?id=1; UNION FROM users;-- HTTP/1.1,302
10.182.112.122,[19/Nov/2017:15:57:01,GET /user/files/data/user/?id=1; SELECT FROM users;-- HTTP/1.1,302
